a,b,c,d,e,f
-1.5623103170827999,54.717838809225704,7.088878751185519,95.0,5.8,2720.0
-1.80761527112339,54.4256706704708,7.04667672420514,95.2,6.1,2597.0
-1.80116537002254,55.0011219807238,7.1269951110449306,94.2,5.5,2612.0
-2.22443232723583,54.941910095337896,6.82848939311794,84.9,5.6,2525.0
-1.64793844750994,54.6337298405223,6.954306010492929,96.6,5.9,2686.0
-1.6567674314298,54.6721803766035,7.092961404847539,95.9,5.8,2595.0
-1.9350830045392,54.7712058755213,6.9274805081001,88.2,5.7,2717.0
-2.00028133565665,54.770953467793596,6.952642026332481,88.7,5.7,2637.0
-2.03414262547379,54.7478703171383,6.88536007656823,87.2,5.8,2587.0
-1.98841438008378,54.636618183079605,6.8980552294605495,78.5,5.9,2697.0
-2.0417927537636102,55.290398979123104,6.95866944111471,78.9,5.2,2761.0
-1.71992762937264,54.7003424624365,6.94647104294356,87.5,5.8,2611.0
-1.86446626238028,55.1460586296049,6.97284496367533,80.8,5.4,2646.0
-1.63982511696082,54.6532027240473,7.02709702977407,96.8,5.8,2683.0
-1.99602470448499,54.5691797341108,6.77344306984786,80.9,5.9,2803.0
-1.7287065264062198,54.6218528339192,6.9103078902273,89.2,5.9,2553.0
-1.74821709573162,54.8279500078932,6.96005418791947,88.1,5.7,2587.0
-1.7222143508085501,54.6539671842274,6.898819998327871,88.6,5.8,2534.0
-1.58824519472013,54.7589277565264,7.090754525129469,95.5,5.7,2588.0
-1.5247222322793998,54.867488372829705,7.083289988018009,95.4,5.6,2615.0
-1.66072789654109,54.5638409988315,7.12563679707972,95.0,5.9,2577.0
-1.77250974438563,54.623039705891294,7.02480336704648,87.9,5.9,2590.0
-1.86013071314686,54.645309879089496,6.94036928864624,88.1,5.9,2526.0
-1.7333061557788403,54.8400849039602,7.080873014643361,95.7,5.7,2468.0
-1.94697254247402,54.7263869302246,6.93584717542925,86.6,5.8,2582.0
-1.92097156270462,54.695761176497605,7.09197484420839,94.1,5.8,2604.0
-1.6205955555935498,54.7022296231456,7.047482999810341,94.6,5.8,2520.0
-1.89808008848922,54.469800558756596,7.027068512261669,94.3,6.0,2490.0
-1.7917054859788701,54.615785727415,6.913867744400611,88.0,5.9,2527.0
-1.6978906733768502,54.8345276004864,7.082909524177929,95.1,5.7,2612.0
-1.82025788611634,54.695936160498704,6.922231168106579,87.4,5.8,2561.0
-1.87988244953991,54.902150951099,6.9011788514289405,78.3,5.6,2637.0
-1.91576018883975,54.76864712016721,7.10079881577188,94.1,5.7,2657.0
-1.95741323937732,54.6271862728304,6.9305828363259,87.4,5.9,2651.0
-2.26580880806635,54.737968079244396,6.786392047569269,87.3,5.8,1654.0
-1.9259643220603502,54.8550497425867,6.9393042470844195,87.7,5.6,2497.0
-2.17773772955736,55.2311384786483,6.898107773949469,77.4,5.3,2783.0
-1.8296612455739498,54.8882639912944,7.1754322252400105,92.7,5.6,2604.0
-1.78289205465729,54.5505333453289,7.153459500395499,93.6,5.9,2566.0
-1.85185467392696,54.7675926001485,7.1126377503021505,93.6,5.7,2534.0
-2.05788701384648,54.772738921096106,6.83142743531781,87.5,5.7,1843.0
-1.9479394939076697,54.9230504793852,7.1141641934076,92.6,5.6,2575.0
-2.12856844095066,54.6178632744077,6.879503164145941,87.3,5.9,2482.0
-1.87664060828531,54.7985984821076,7.02543735446122,85.9,5.7,2623.0
-1.73897474009837,54.7253806415308,7.13446510774467,94.1,5.8,2441.0
-1.91545123891523,55.6757872105877,7.00526554237429,78.1,4.8,2737.0
-1.79594183358422,54.8028094260328,7.21466290702173,93.2,5.7,2464.0
-1.7078243070639099,54.67650363890671,7.1653783504249295,95.2,5.8,2545.0
-1.9877551141243401,54.818014086150505,6.93230387745204,94.9,5.7,2546.0
-1.8569808432972499,54.867836429887895,7.019667079486299,87.6,5.6,2541.0
-1.8726744397345803,54.697334812103,7.1901335875901,93.2,5.8,2559.0
-1.7021725371083,54.84961333936499,7.159535233895871,93.1,5.7,2407.0
-1.908044863533,54.5485818846467,7.1646282305742695,92.9,6.0,2425.0
-1.9380444091070101,55.0881275034905,6.97120261685328,78.8,5.4,2772.0
-1.64476946949229,54.7139576981843,7.157809765724171,95.5,5.8,2615.0
-1.80560901330398,54.614705786395,7.078768529229991,94.3,5.9,2591.0
-1.6691684853678301,54.8644976377829,7.15405530315804,95.0,5.6,2597.0
-1.72320450812161,54.564980423848105,7.130504287796559,94.5,5.9,2583.0
-1.8109390497316298,54.7965321594355,7.1799186729881,93.5,5.7,2572.0
-1.61965770188382,54.8043841421576,7.1434976987639995,95.6,5.7,2501.0
-1.6794258976249299,54.7392851311908,7.118844571398469,95.3,5.8,2496.0
-1.93621793749487,54.53605799991139,6.90929797635465,80.0,6.0,2799.0
-1.69858858139672,54.7893826314753,7.02356846882311,96.1,5.7,2545.0
-1.8388329732546398,54.6007191468875,7.087692653153759,94.3,5.9,2547.0
-2.02904812911255,54.8604350554509,7.0198290343078105,93.7,5.6,2498.0
-1.8535949591336598,54.9577563708971,7.14831496771974,93.4,5.5,2534.0
-1.9913411352932,54.792542149945795,7.06810649297382,87.9,5.7,2504.0
-1.74720764967819,54.5228988404547,7.129453525645371,94.6,6.0,2556.0
-1.80875874245783,55.006574189473106,7.168956617032241,94.1,5.5,2484.0
-1.7668080782140703,54.8781783609165,7.1403500148761,94.2,5.6,2490.0
-1.99365519425136,54.759165234409195,6.88788007638824,79.5,5.7,2839.0
-1.98302827917003,54.5715883963652,6.89136457835689,96.2,5.9,2557.0
-2.07459230901437,54.607759391004,6.77329540059653,88.5,5.9,1923.0
-1.9582267150198303,55.263330781159894,6.96704821083552,78.7,5.2,2772.0
-2.19972543765351,54.4136006894795,6.8468431637078,86.7,6.1,1804.0
-1.91383747130131,54.948157843618,7.203782660584579,93.3,5.6,2535.0
-1.7690498087192,54.4277200971209,6.728309241006171,87.0,6.1,2746.0
-2.0891569354996697,54.140761418630504,6.4868436989343605,86.9,6.4,1959.0
-1.7709006458473602,54.25340157084929,6.683606849941929,78.8,6.2,2600.0
-1.89393113678983,54.7184877191792,6.68049213863079,87.4,5.8,2692.0
-1.65633325295373,54.741043438701105,6.8679837368492604,93.4,5.8,2575.0
-2.00124781028372,54.5590262331347,6.65431629970407,87.2,5.9,2504.0
-2.06039896303684,54.820949254100796,6.64686920209344,86.9,5.7,2649.0
-2.08609194751088,54.7084988341803,6.742168530258111,84.2,5.8,2351.0
-1.82100374817153,54.5726379600852,6.677665086681,87.8,5.9,2685.0
-1.9363646577119398,54.418079467857105,6.589760913091809,87.1,6.1,2617.0
-1.92472124447263,54.4739933994962,6.7023450997504606,87.2,6.0,2614.0
-2.02940309837633,54.6420576554871,6.709554771215941,78.6,5.9,2562.0
-2.01403167421679,55.353084419674,6.70011110326359,78.1,5.1,2726.0
-1.9084769503806698,54.291540411891496,6.83980970598372,93.1,6.2,2643.0
-1.7841720848271798,54.5127534639218,6.82199223160441,92.8,6.0,2610.0
-1.7992289172870901,54.86800587854611,6.91277696573743,93.0,5.6,2457.0
-1.83756203074211,54.2171336812239,6.831555475546059,92.6,6.3,2559.0
-1.74715878405655,54.4027417292674,6.75910050690688,87.8,6.1,2458.0
-1.88690320661174,54.91926999649429,6.82417775276881,93.9,5.6,2601.0
-1.63430232987689,54.3762482860885,6.91926765432938,93.4,6.1,2566.0
-1.7691043097010801,54.90993166650371,6.84856681104719,93.5,5.6,2640.0
-1.80732125218216,54.6659796511428,6.675613987876639,88.1,5.8,2692.0
-1.95220494222698,54.6528822910281,6.67858268979518,87.1,5.8,2600.0
-1.9209880616195198,54.6296554110032,6.59771713530788,87.3,5.9,2497.0
-1.9172658560526399,54.3413548280861,6.69961193539873,79.6,6.2,2905.0
-2.02177729001632,55.3099233590316,6.64962296151139,78.8,5.2,2862.0
-1.70762277309433,54.2819526279481,6.84475540281219,93.3,6.2,2538.0
-2.0276724211674697,54.527528083478,6.6518109637268905,80.3,6.0,2907.0
-1.6574448554791001,54.24177068675,6.8625655088182,93.3,6.3,2571.0
-1.8971541342723701,54.8210886763912,6.801431221902161,93.1,5.7,2348.0
-1.70781527564648,54.3719908212786,6.877187483240651,93.1,6.1,2460.0
-1.5603714992737099,54.105892788650294,6.909272043236519,93.9,6.4,2516.0
-1.8861682348684299,54.6528817779253,6.70585389160688,86.1,5.8,2367.0
-1.80792925767295,54.551528912009,6.7252828502228095,87.9,5.9,2605.0
-2.01938170471542,54.1430380911437,6.62868956688289,88.6,6.4,1813.0
-1.5170616987051397,54.7949736194175,6.88710658656465,94.9,5.7,2645.0
-1.8908986897946598,54.63437124982929,6.75876244253863,88.1,5.9,2533.0
-1.91846086106436,54.324407247177604,6.7160263977373305,87.2,6.2,2593.0
-1.7716803002724701,54.6259183080223,6.79888934726159,87.6,5.9,2518.0
-1.78034484925591,54.774400720218495,6.743473144616389,87.1,5.7,2677.0
-1.78479054496027,55.10210612060921,6.70338187520697,80.0,5.4,2818.0
-1.80460660830672,54.4010013634834,6.73019503042084,86.9,6.1,2688.0
-1.89674248205729,55.299524186486394,6.71518449731628,79.6,5.2,2805.0
-1.9763036352697199,55.873243653948705,6.76296995656049,79.6,4.6,2947.0
-1.5993426293900201,54.208700348021004,6.8813232206804695,95.4,6.3,2649.0
-1.6902208182698102,54.687683585719,6.85676784041874,94.3,5.8,2581.0
-1.77403618611756,54.333126521819494,6.89970813342741,93.2,6.2,2565.0
-1.7225763318021599,54.5323244711547,6.9251307253643395,93.8,6.0,2543.0
-1.76132633591714,54.134750294418104,6.88728549659528,94.0,6.4,2469.0
-2.14977216915372,54.40728412530311,6.675472380565631,85.9,6.1,1803.0
-1.5725621304617,54.7938244945276,6.92035679635731,94.9,5.7,2572.0
-1.7585899837191499,54.6551521287119,6.92480731811257,93.7,5.8,2468.0
-1.75058687573349,54.7580010136815,6.78952724713868,88.6,5.7,2455.0
-1.59293644181027,54.206592132951705,6.832493621224611,94.5,6.3,2479.0
-1.5399051486256798,54.6883727773771,6.930706906481181,94.8,5.8,2532.0
-1.5811552212484898,54.3501133834607,6.94151866900792,94.7,6.1,2491.0
-1.63951269496216,54.627033893559705,6.882901912982581,95.2,5.9,2487.0
-1.8615057586761699,54.8573356360946,6.819958339926,86.3,5.6,2561.0
-1.725440673682,54.706578610662206,6.752357815848731,86.9,5.8,2652.0
-1.76879173012544,54.55011308665111,6.892148220941019,94.7,5.9,2567.0
-1.7606122255729397,54.38572518008039,6.9925415161692,93.4,6.1,2397.0
-1.6345607694092101,54.23283669109821,6.934399518545691,93.3,6.3,2508.0
-1.8377274840110502,54.434322278489,6.94839464412781,92.5,6.1,2490.0
-1.97867677077272,54.7710432348286,6.813969345991911,87.9,5.7,2525.0
-1.60907106257883,54.3567967129335,6.97443555531211,94.4,6.1,2650.0
-1.6884108372951698,54.6397038214973,6.88509474204062,95.5,5.9,2556.0
-1.87953393782623,54.63791973396621,6.89055093353801,87.3,5.9,2366.0
-1.71091444905927,54.638249315658705,6.975868140660451,94.5,5.9,2473.0
-1.7872322730233898,54.625836380315796,6.887737279254281,94.9,5.9,2473.0
-1.8912076299879501,54.3060658089764,6.90355277183349,93.4,6.2,2391.0
-1.85534946182209,55.6748733649545,6.81996566193958,78.3,4.8,2738.0
-1.7858649233461898,54.7055018794872,6.863578031658469,87.3,5.8,2630.0
-1.88164162167513,54.322523554088,6.80231222354458,87.1,6.2,2394.0
-1.9208438197103301,54.1803674161312,6.74112161392532,86.4,6.3,2594.0
-1.5778088116243703,54.2537140743273,6.9627441831468895,92.9,6.2,2481.0
-1.87732541249138,55.1291517076379,6.8771978049728295,79.0,5.4,2673.0
-1.89316011253427,54.4669245138268,6.84105104141518,86.0,6.0,2353.0
-1.96438292828127,54.7875964323756,6.79591264102929,85.6,5.7,2432.0
-1.90704368008037,54.7488740735934,7.076464020976349,92.3,5.8,2401.0
-2.09965167241828,54.780696679065294,6.792994968103289,86.2,5.7,2607.0
-1.61993571060013,54.2699771838478,7.0496673235179195,92.4,6.2,2573.0
-1.8967296243555802,54.793686204528,6.797520517950259,85.8,5.7,2528.0
-1.64598717498548,54.3843536705169,7.01160134519866,92.9,6.1,2530.0
-1.80666897919193,55.74637775389339,6.92999250240217,77.7,4.8,2666.0
-1.82990723025692,54.6311374474524,6.90391568287396,85.3,5.9,2630.0
-1.8920639459561102,54.4397009315179,6.915659234779509,85.7,6.1,2508.0
-1.9120528015538099,54.829528812431704,6.893033063538639,86.2,5.7,2597.0
-1.9870853926541499,55.0660523589578,6.902695563366799,84.9,5.4,2639.0
-1.9059553548782,54.883791072225506,6.847114105990929,83.7,5.6,2630.0
-1.9233197241195903,54.6982113960219,6.8603604419057795,76.9,5.8,2629.0
-1.81881334537149,55.1545478510635,6.97674959925781,94.4,5.3,2525.0
-1.81240218076925,54.89005111451429,6.92161774644828,85.3,5.6,2651.0
-1.73273460331994,54.8133615699018,6.930089149257151,95.0,5.7,2553.0
-1.84798868785007,54.5548364526624,7.01118224508659,94.0,5.9,2616.0
-1.76381735800428,54.7183688016257,7.04619544970433,93.7,5.8,2468.0
-1.64781513393946,54.4168272259906,7.070586096074769,93.5,6.1,2394.0
-1.78648553391902,54.7489756839166,7.05250754015425,91.9,5.8,2359.0
-1.88220493768746,54.758609470265,7.04296049190352,92.4,5.7,2457.0
-1.6486143771507,54.60775390455171,7.03833394729508,92.6,5.9,2456.0
-1.8212203232338797,54.6477484038922,7.133954250755821,92.0,5.9,2425.0
-1.93374132250917,54.6808130582327,6.751502939253,79.1,5.8,2724.0
-2.14775344403869,54.477014343989104,6.70430484662112,86.7,6.0,1656.0
-1.86658558422188,54.8457583304404,6.870932692508661,86.1,5.7,2689.0
-1.80642632897046,55.049332651898204,6.8017156452051,80.4,5.5,2912.0
-1.68556937196649,54.1326444195804,6.967169018730769,94.1,6.4,2561.0
-1.71682996452533,54.738483249026004,6.92761921351393,93.8,5.8,2554.0
-1.9692492300707,54.7714205312696,6.924483993579059,93.9,5.7,2513.0
-1.77994322218275,55.237686224445,6.8264567718980596,80.8,5.3,2894.0
-1.59131689420255,54.354700215677006,6.967645656195401,95.0,6.1,2637.0
-1.7080752882503998,54.5183998137153,6.96877985422706,94.1,6.0,2582.0
-2.1090593515610903,54.529858480522606,6.6554656007191095,86.6,6.0,1664.0
-1.59391279414722,54.8370291683107,7.069180657300099,93.1,5.7,2636.0
-1.9293304419791102,54.850241984314394,6.78476548299724,79.2,5.6,2887.0
-2.2064807152285,54.4832825116909,6.620696901544,87.2,6.0,1825.0
-1.91641800675455,54.667235786888,6.758949644196201,87.0,5.8,2627.0
-1.88305626269887,54.177417295494095,6.73722344857455,79.6,6.3,2846.0
-1.71946202106601,54.474737104230606,6.8983886217432,94.3,6.0,2580.0
-1.6907337071673403,54.9186056395278,6.970187247566741,93.2,5.6,2647.0
-1.7692012125731,54.3047632562631,6.96322094107967,92.5,6.2,2641.0
-2.14139486856712,54.28968002144261,6.63593606900605,85.8,6.2,1672.0
-1.63709734155046,54.5913026314467,7.01534263677925,95.9,5.9,2683.0
-1.67498128620949,54.3200534669744,6.92296274303704,94.6,6.2,2596.0
-2.09777041936462,54.4429162494407,6.703574214680411,88.6,6.1,1781.0
-1.7652988252386699,54.60867251312921,6.89229384131476,94.7,5.9,2522.0
-1.7257077205254099,54.6387052401585,6.979406319792219,93.3,5.9,2548.0
-1.8757696033721498,54.838570883867995,7.03616176144211,93.7,5.7,2515.0
-1.84444495296195,54.5465820571931,6.942515128799091,92.7,6.0,2451.0
-2.1843596907629697,54.4062493460481,6.668673489404861,86.1,6.1,1724.0
-1.8962790699205199,54.8660678616638,7.04893368361179,92.4,5.6,2460.0
-1.78741769887456,54.461575855642,6.76002836144142,80.1,6.0,2828.0
-1.77943226817148,54.9177414655922,6.81012328932422,80.0,5.6,2827.0
-1.77090111229606,54.6836577833803,6.80663079069397,87.4,5.8,2607.0
-1.88833307313761,54.948733499431704,6.82537110185439,79.1,5.6,2728.0
-1.8572986526816602,54.825007874990504,6.892368136678469,78.6,5.7,2840.0
-1.87502814447317,54.74786601235379,6.78546327927351,80.8,5.8,2757.0
-1.70012081348196,54.9259730716549,6.918615274346251,86.2,5.6,2598.0
-1.90097665121894,55.0239295190658,6.90500315753922,79.1,5.5,2892.0
-1.8704407959241598,54.651106659250004,6.8020580940977,87.6,5.8,2487.0
-2.08593730213549,55.0539296432577,6.781618804614099,78.9,5.4,2764.0
-2.05595995324337,54.9141824297882,6.744830275681241,80.9,5.6,2901.0
-1.86059716973496,53.5544882418789,6.78463840688395,87.9,6.9,2717.0
-1.9201604408818302,54.4511641464405,6.8393107729369005,86.5,6.0,2589.0
-1.95422369000356,54.5767476227192,6.83048906051034,86.5,5.9,2589.0
-1.8407642462202098,54.8798278635044,7.07753195273247,92.5,5.6,2460.0
-1.8056811362661103,54.236933107689296,6.82987875146664,88.6,6.3,2731.0
-1.74992003450636,54.1873714324946,6.86391596162931,87.6,6.3,2691.0
-1.6615461817919401,54.5415870476136,6.87588454023785,87.8,6.0,2687.0
-1.6742938582951101,54.718299125799895,7.040684605961911,95.6,5.8,2750.0
-2.16671301288353,54.9801651195647,6.88703333762964,78.0,5.5,2825.0
-1.5342330363738603,54.72079751405639,7.105214536385589,96.6,5.8,2741.0
-1.5195554563508702,54.7035069298385,7.020905404340321,96.3,5.8,2620.0
-1.63194568022315,54.1936944899533,7.002395722691491,95.0,6.3,2644.0
-1.53582515357375,54.3180624906639,7.091952896410719,94.7,6.2,2622.0
-1.68078768982063,54.87552838236521,7.06101505948369,94.5,5.6,2631.0
-1.6686199496309502,54.6876603427495,7.036732946114991,95.4,5.8,2626.0
-1.6370542774650703,54.8132242847157,7.061600339625519,93.8,5.7,2525.0
-1.80822140095761,54.7354555997514,6.9966536161677695,94.1,5.8,2534.0
-2.0128789567551,55.0866102475482,6.86291563889047,77.5,5.4,2703.0
-1.9525589651924,54.86041205282821,6.77086326917787,79.1,5.6,2660.0
-1.98402168935255,54.6232954063748,6.96628862205914,93.2,5.9,2529.0
-1.93862710887595,54.7428421515825,7.0204245774624505,92.8,5.8,2533.0
-1.68672720471926,54.2028343883805,6.9502248269481095,96.3,6.3,2585.0
-1.70107522201635,54.8811284082459,7.080908127981029,94.9,5.6,2564.0
-1.72516663474754,54.158246286068795,7.05431271485737,93.4,6.3,2532.0
-1.68719502897051,54.18543029813661,7.06498196440824,93.7,6.3,2453.0
-1.87766430354848,54.6890623000882,6.86513966726042,78.8,5.8,2609.0
-1.88891803425116,54.9580110608695,6.961466626535599,86.0,5.5,2599.0
-1.70163649505077,54.9452130483386,6.96268159000949,87.4,5.6,2500.0
-1.6936220767160701,54.594798049601295,7.04717478064078,94.5,5.9,2578.0
-1.7883572178238898,54.858788594891394,7.1078501433835495,93.2,5.6,2556.0
-1.8205310252496398,54.90326030770039,7.103604342176,94.3,5.6,2578.0
-1.65021783743303,54.7373168075692,7.09525555080776,93.6,5.8,2560.0
-1.68481568851596,54.718014943981295,7.0468385617743,93.0,5.8,2565.0
-1.89765013330667,54.92628716514749,6.867342863366559,85.8,5.6,2464.0
-1.80426252809189,54.9181354508359,6.9844648315492,85.9,5.6,2590.0
-1.68100900092556,54.57526260241939,7.1530262058796,93.6,5.9,2627.0
-2.00837051039114,54.6895781998593,6.81166064676825,86.8,5.8,1786.0
-1.69094849162146,54.616603710179504,7.1120137534326195,93.4,5.9,2593.0
-1.4489940125270802,54.593740808507604,7.08139107550676,94.1,5.9,2512.0
-1.61322583830151,54.83019347629249,7.115484599197849,94.1,5.7,2630.0
-1.8397852443358,54.75113952527229,6.9373079674649505,88.1,5.7,2591.0
-1.7883823374369099,54.49734835127279,6.9027967600293305,87.2,6.0,2519.0
-2.0766262615918802,54.4922713461466,6.79506531375519,88.5,6.0,1774.0
-1.8813996623656801,55.0089619792762,6.929700793131009,79.6,5.5,2795.0
-1.80627165506865,55.029744401715,7.092134534398769,95.0,5.5,2558.0
-1.8055842161855,54.8115569894857,7.13760426444587,93.5,5.7,2543.0
-1.62168671568484,54.7432459380736,7.14684187983701,94.8,5.8,2571.0
-1.9415828043195,54.784661824211,6.93560719994449,87.1,5.7,2525.0
-1.82515054225014,54.6766292244242,6.90600320263574,87.8,5.8,2459.0
-1.7471602978353602,54.7320633338056,6.949000035448309,87.1,5.8,2562.0
-2.0340319984428503,55.098007290948104,6.93338365323915,79.9,5.4,2742.0
-1.9870567758296,54.2420271606031,6.834756358330081,87.5,6.3,1674.0
-1.6850769402605301,54.925630411774996,7.23219410896358,94.6,5.6,2582.0
-1.71501099175772,54.97889721888121,7.18126379535339,94.9,5.5,2555.0
-1.77728616769524,54.9305677842653,7.16256529394811,94.6,5.6,2573.0
-1.9093277341812802,54.9079793214202,7.05972874357588,95.3,5.6,2585.0
-1.74006213599161,54.7315259501668,7.166988864184161,94.1,5.8,2482.0
-1.94826893682134,54.8586077543482,7.1342539695815805,93.5,5.6,2468.0
-1.9561488232739699,55.0709236179844,6.616061007756739,79.4,5.4,2891.0
-1.8830118941278002,55.24251497659721,6.729966550008969,79.3,5.3,2743.0
-1.66378014622239,54.4879753996058,6.86286219768694,93.8,6.0,2563.0
-1.5220416909763501,54.498917112339605,6.91114205872821,94.2,6.0,2591.0
-1.71241730540989,54.3921934279406,6.81558844912532,94.7,6.1,2644.0
-1.6373547875295502,54.557604056818896,6.848294253447031,94.7,5.9,2607.0
-1.6115464916043898,54.555981487112,6.802382591740379,95.7,5.9,2600.0
-1.8916525669356399,55.2898090271937,6.64360290223204,80.2,5.2,2884.0
-1.59321757529103,53.755244482453,6.73762389288334,95.3,6.7,2667.0
-1.92087380751643,54.34355801736871,6.84615674267508,93.3,6.2,2661.0
-1.5660881678110001,54.24357013752461,6.789879311414889,94.3,6.3,2529.0
-1.92445551689462,54.575146173980706,6.64177222773934,86.6,5.9,2640.0
-1.92474612319334,54.680897310023,6.69574418712713,87.5,5.8,2603.0
-1.8744830965285901,54.670702487312695,6.67468469182042,87.5,5.8,2637.0
-2.03526512540769,54.5491570428074,6.54154449602594,89.1,6.0,1745.0
-1.8792533820581498,54.5074117986007,6.881269416344909,93.3,6.0,2464.0
-1.7955956975194698,54.61975434311339,6.92861120448321,93.1,5.9,2511.0
-2.14999847503899,54.28371718348679,6.55006866054287,88.2,6.2,1787.0
-2.17588288162449,54.247729516434795,6.460533641061441,87.8,6.3,1821.0
-2.0051749184084,55.4015952332215,6.63095504219484,79.3,5.1,2829.0
-1.73696420566951,54.7471731849277,6.928691579593179,93.6,5.8,2510.0
-1.7356844255733899,54.70562555532129,6.818522290943509,95.7,5.8,2508.0
-1.90513727644961,54.795470854819705,6.81943133329064,94.8,5.7,2628.0
-1.7164207547741002,54.625652007990105,6.718340004535789,95.7,5.9,2518.0
-2.10282657554361,55.3491807481316,6.64505236996853,79.0,5.2,2693.0
-1.70802087344206,54.11125852681501,6.72870716763965,96.4,6.4,2626.0
-1.96785088030561,54.6048511069303,6.5711064742562595,87.7,5.9,2700.0
-1.6955329633146101,54.3162322844928,6.79833408137744,94.3,6.2,2539.0
-1.7169907739281598,54.65968951741571,6.87223186072042,93.6,5.8,2554.0
-2.22313400501682,54.5885502127331,6.518771558259309,86.8,5.9,1976.0
-2.17733174422224,54.1336401429876,6.56233810955137,85.4,6.4,1785.0
-1.95722370421586,54.701781109384605,6.835573594560209,92.6,5.8,2480.0
-2.25870627215349,54.377237101764095,6.580178877853499,85.2,6.1,1688.0
-1.77024823731069,54.648912745905896,6.88894747169873,93.6,5.9,2621.0
-1.75707092112759,54.6259261376116,6.926330610638889,91.9,5.9,2472.0
-1.88591864489607,55.8476064288186,6.58536380830732,77.8,4.7,2739.0
-1.95105239199363,54.635980456109294,6.652060468670861,87.4,5.9,2583.0
-1.7767704630806003,54.828477526294,6.94497762157107,93.1,5.7,2447.0
-2.00306477484712,55.0995289207238,6.680097228663679,78.5,5.4,2765.0
-1.79511339518886,54.799763231002395,6.887298631600701,93.4,5.7,2542.0
-1.7178294164435,54.605446174696894,6.900640237765889,92.9,5.9,2465.0
-1.71900683246831,54.5994751427765,6.9282641172871,92.5,5.9,2577.0
-2.13600133159311,55.734523318767,6.791940094492119,76.5,4.8,2713.0
-1.9133652910702,54.8652007863727,6.933598031529701,90.2,5.6,2503.0
-1.83346339044716,55.0702564674284,6.651931793976611,79.7,5.4,2730.0
-1.98891927765173,55.5213962610005,6.664879361169441,78.0,5.0,2829.0
-2.13802383289919,54.864680195826104,6.70203599969146,80.1,5.6,2834.0
-1.7570897477591898,54.77434636953979,6.904033503488471,92.4,5.7,2454.0
-1.84845425856567,54.415125631992396,6.858174067455961,93.2,6.1,2375.0
-1.70896215217145,54.907535555189504,6.93250024768225,94.6,5.6,2557.0
-1.64393860495147,54.76745073923679,6.89273852564292,95.5,5.7,2596.0
-1.74947839822203,54.7741633826229,6.89499875917713,93.9,5.7,2496.0
-1.89060153524874,54.8176230650292,6.9069639284963795,93.3,5.7,2476.0
-2.06037362504873,54.9094385427136,6.64734311216035,84.9,5.6,2534.0
-2.0356975855589803,55.32510415633929,6.6916029173580895,77.2,5.2,2727.0
-1.71800929661908,54.8561588107751,6.93633595781358,92.1,5.6,2502.0
-1.8679301343391201,54.7612844630184,6.95568150848144,92.1,5.7,2526.0
-1.74035749679689,54.513530428176004,6.9387244104062304,94.6,6.0,2540.0
-1.71510204636118,54.5189961105423,6.88680873221889,95.4,6.0,2616.0
-1.8664093600970502,54.6460054341498,6.72922670253111,87.4,5.9,2773.0
-1.98215577071418,54.9109707152598,6.778145808238519,84.6,5.6,2592.0
-1.8632091031803102,54.4632712961751,6.78047710311545,79.0,6.0,2811.0
-1.68513143898953,54.54619389980821,6.91304356747005,94.5,6.0,2511.0
-1.67033795469619,54.4962961164026,6.94844609831967,93.6,6.0,2632.0
-2.01880514638444,54.8608784367033,6.68587351000905,86.7,5.6,2546.0
-1.5684587368153,54.396677275758,6.9424279126964805,94.8,6.1,2554.0
-1.6796411753134,54.4303265592339,6.89609204506147,95.0,6.1,2693.0
-1.63315244942777,54.74197204379129,6.97327759597387,92.8,5.8,2359.0
-1.7735034679327,54.6083490159713,7.014744428541781,93.5,5.9,2548.0
-1.8397203534445399,54.5728966418285,7.035901248267809,92.6,5.9,2513.0
-1.6124929635799,54.411146147565795,6.95818990354158,93.5,6.1,2612.0
-1.85359590109877,54.523922801345996,6.959812447633519,93.6,6.0,2415.0
-1.8564229946866,54.54319667779839,6.96640310836479,92.7,6.0,2523.0
-1.7430440341999098,54.613604530499494,6.96065971935129,92.1,5.9,2557.0
-1.7850956125975799,54.75117286885511,6.79972889024796,86.7,5.7,2521.0
-1.79153962396979,54.745900955199396,6.80409304238834,87.7,5.8,2679.0
-1.9345267855342299,54.935492170615504,6.81882432147094,86.3,5.6,2458.0
-1.6800596209726502,54.76558116937739,7.01862593108443,94.1,5.7,2499.0
-1.6857969323151898,54.70682404379949,7.00131910744452,93.4,5.8,2510.0
-1.88319210849691,54.562625793936604,6.844044178354441,94.4,5.9,2559.0
-1.6354353209184798,54.21632343103621,6.9491360965322695,92.6,6.3,2525.0
-1.88166384745639,54.65295931704001,6.98466386174554,92.5,5.8,2528.0
-1.8845339476456002,55.60623974206101,6.75517944872886,79.8,4.9,2906.0
-1.98757468236734,55.3979454692488,6.747451060415489,79.1,5.1,2786.0
-1.7272965419107402,54.375513592508106,6.913029860388111,93.6,6.1,2612.0
-1.8774566102146297,54.668611872891795,7.071409702999881,91.8,5.8,2598.0
-1.66014809569217,54.336503296979195,6.8829143161807,96.1,6.2,2567.0
-1.6782205687305098,54.1968477659586,6.85770751295434,95.1,6.3,2580.0
-1.99696947273862,54.313167373670595,6.60174852367869,89.1,6.2,2037.0
-1.7612495816953102,55.028089498719794,6.88696865670674,80.1,5.5,2757.0
