a
SL
CU
SL
SL
FF
FF
FF
FF
FF
SL
SL
SL
FF
FF
SL
CU
FF
FF
SL
SL
CH
CH
FF
FF
SL
FF
FF
SL
FF
CU
FF
CH
FF
FF
CU
CU
FF
CH
CU
FF
FF
CU
SL
SL
FF
FF
FF
FF
FF
FF
CU
FF
FF
CH
SL
SL
FF
FF
FF
FF
FF
FF
FF
SL
CU
SL
CH
CH
CU
SL
SL
CU
FF
FF
FF
FF
FF
SL
SL
SL
CU
FF
FF
FF
FF
SL
FF
FF
SL
SL
CU
FF
FF
CU
SL
CU
CU
FF
FF
FF
CU
CU
SL
CU
FF
CU
CU
SL
CU
FF
CH
CH
SL
SL
FF
FF
FF
FF
FF
FF
FF
SL
FF
SL
FF
FF
FF
SL
SL
FF
FF
CU
CU
FF
FF
CU
FF
SL
SL
FF
FF
FF
CU
SL
CU
SL
FF
SL
SL
CU
CH
FF
SL
FF
CU
FF
FF
CU
FF
SL
SL
CU
CU
SL
SL
CU
FF
FF
SL
SL
FF
FF
FF
FF
FF
FF
CU
FF
SL
CU
CU
FF
SL
SL
SL
SL
SL
FF
FF
CU
CU
FF
SL
SL
SL
SL
FF
FF
FF
FF
FF
SL
SL
SL
FF
FF
FF
FF
CU
FF
FF
FF
SL
CU
SL
SL
FF
SL
FF
SL
FF
FF
FF
SL
FF
FF
FF
FF
FF
SL
FF
FF
FF
FF
SL
FF
SL
SL
FF
FF
SL
SL
CU
CU
FF
CU
SL
SL
CU
FF
SL
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
CU
FF
SL
FF
FF
SL
CU
CU
FF
FF
FF
SL
CU
CU
FF
FF
SL
SL
CU
CU
CU
SL
FF
SL
SL
SL
FF
FF
FF
FF
SL
FF
CU
CU
FF
CH
FF
CU
FF
FF
SL
SL
SL
FF
FF
CU
FF
FF
FF
FF
SL
FF
FF
FF
CH
FF
CU
FF
CU
CU
SL
SL
SL
FF
SL
CU
FF
FF
FF
FF
FF
FF
FF
FF
CU
CU
FF
SL
FF
SL
CU
CU
FF
SL
FF
FF
FF
FF
SL
SL
SL
SL
SL
FF
FF
CU
FF
FF
FF
FF
FF
FF
SL
FF
FF
SL
SL
SL
CU
CU
SL
CU
FF
CU
SL
SL
SL
FF
FF
FF
SL
SL
FF
SL
FF
FF
FF
SL
FF
SL
CU
FF
SL
CH
SL
CU
FF
FF
FF
CH
FF
SL
SL
FF
CU
FF
FF
FF
SL
FF
FF
FF
CU
FF
FF
FF
FF
FF
FF
FF
CU
FF
FF
FF
FF
SL
FF
FF
FF
CU
FF
CH
CU
CH
FF
SL
CH
CU
SL
FF
SL
SL
SL
SL
SL
SL
CU
CU
FF
FF
FF
FF
SL
FF
FF
FF
SL
SL
SL
CU
CU
FF
CU
FF
FF
FF
FF
SL
SL
CH
FF
SL
SL
SL
SL
CU
SL
CU
CU
FF
FF
FF
FF
FF
CH
FF
FF
SL
FF
FF
FF
FF
SL
SL
FF
FF
FF
FF
SL
FF
FF
SL
FF
FF
FF
CU
SL
SL
SL
FF
CU
SL
CH
FF
SL
FF
SL
FF
CU
SL
SL
SL
SL
SL
CU
FF
SL
FF
FF
FF
FF
FF
FF
FF
FF
CU
CH
SL
CU
FF
FF
FF
CU
FF
FF
CH
FF
CU
CH
SL
CU
FF
FF
FF
CH
FF
FF
CH
FF
FF
FF
FF
CH
FF
CU
CU
SL
CU
CU
CU
SL
CU
SL
CU
CU
SL
SL
SL
FF
SL
SL
SL
FF
CU
FF
FF
FF
FF
FF
FF
FF
FF
CU
CU
FF
FF
FF
FF
FF
FF
CU
SL
SL
FF
FF
FF
FF
FF
SL
SL
FF
CH
FF
FF
FF
SL
SL
CH
CU
FF
FF
FF
SL
SL
SL
CU
CH
FF
FF
FF
FF
FF
FF
CU
CU
FF
FF
FF
FF
FF
CU
FF
FF
FF
SL
SL
SL
CH
FF
FF
CH
CH
CU
FF
FF
FF
FF
CU
FF
SL
FF
FF
CH
CH
FF
CH
FF
FF
CU
SL
FF
CU
FF
FF
FF
CU
FF
CU
CU
CU
FF
FF
FF
FF
FF
FF
SL
CU
FF
FF
FF
FF
SL
SL
CU
FF
FF
SL
FF
FF
FF
FF
FF
FF
FF
FF
FF
SL
SL
SL
FF
FF
FF
FF
FF
CU
CU
FF
FF
FF
FF
CH
CU
CU
FF
SL
CU
CH
FF
FF
FF
FF
FF
FF
SL
CH
CU
FF
CH
FF
SL
FF
FF
CU
SL
CU
FF
FF
FF
FF
FF
FF
SL
SL
FF
FF
FF
FF
SL
SL
FF
FF
FF
CU
FF
FF
FF
FF
CU
SL
CU
CU
SL
SL
CU
SL
SL
FF
FF
FF
FF
FF
SL
CU
CU
CH
FF
SL
FF
FF
FF
FF
CU
FF
CU
FF
FF
CU
CU
FF
FF
CH
CH
CH
FF
CH
SL
SL
FF
FF
SL
CU
CU
FF
FF
FF
FF
SL
SL
CU
FF
SL
FF
CH
FF
FF
CU
CU
SL
FF
FF
FF
SL
CU
CU
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
CU
CU
SL
FF
CH
FF
FF
FF
SL
SL
CH
FF
FF
SL
FF
FF
SL
SL
CU
CU
SL
FF
FF
CH
FF
FF
SL
SL
CU
SL
CU
SL
FF
FF
CU
FF
FF
FF
FF
FF
FF
CU
FF
SL
FF
FF
FF
FF
FF
FF
FF
CU
FF
SL
SL
FF
SL
CU
SL
SL
SL
SL
FF
FF
FF
CU
SL
SL
FF
CH
CH
FF
FF
SL
FF
FF
CU
FF
FF
FF
CH
FF
FF
FF
SL
FF
FF
FF
CU
FF
FF
CH
FF
FF
SL
FF
CH
FF
FF
SL
SL
SL
SL
FF
FF
FF
CU
FF
CU
FF
FF
FF
FF
SL
FF
CH
CH
SL
FF
CU
FF
FF
SL
SL
CH
CH
CH
FF
FF
SL
FF
SL
FF
FF
CH
FF
FF
FF
FF
FF
FF
SL
FF
FF
CH
FF
FF
FF
CU
CH
FF
FF
SL
SL
FF
SL
CU
FF
CU
CU
FF
FF
SL
SL
CU
CU
CU
FF
FF
FF
FF
CU
CU
SL
CU
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
FF
SL
CU
FF
FF
CU
SL
FF
SL
SL
SL
SL
FF
FF
FF
FF
FF
FF
FF
FF
FF
CU
FF
FF
FF
FF
SL
SL
SL
SL
SL
FF
CU
CU
SL
FF
FF
CU
SL
SL
SL
CU
CU
FF
FF
SL
FF
CU
FF
FF
SL
SL
CU
SL
SL
FF
FF
CU
FF
SL
SL
CU
FF
CH
FF
CU
CU
CH
SL
SL
FF
FF
CU
CH
FF
CH
CH
CH
FF
FF
SL
FF
CH
CH
SL
FF
FF
FF
FF
SL
CU
CU
SL
SL
SL
SL
FF
CU
FF
CU
FF
CU
CU
FF
SL
SL
FF
FF
FF
CH
SL
CH
CU
FF
FF
FF
SL
FF
